PRODUTC,VALUE,DATETIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
sms,0,2012-05-07 00:01:27.0,5,15d4f6c885e14f7,b8ea14c5729980f,19e2e,19e2e,8d15aa75c9,16205e9f52
sms,0,2012-05-07 00:01:27.0,0,f3fc13e795bfdd8,9544c26842d3fd9,19e2e,19e2e,413b2b0774,814d6c8277
sms,0,2012-05-07 00:01:27.0,0,9ac23e12a249c9c,7af76c2046e02f3,19e2e,OTHER,178dc8724e,36f665a51e
sms,0,2012-05-07 00:01:27.0,0,432f9d20cd785a2,93343ba6e41af95,19e2e,19e2e,11318c21f7,f91ed8d2e9
sms,0,2012-05-07 00:01:27.0,2,81861805438cf1e,1c59934398e392f,19e2e,19e2e,a4baf2ff7f,9bb4b27356
sms,0,2012-05-07 00:01:27.0,5,ec0cc37df67c800,cd5b1559ebf733c,19e2e,19e2e,e21c9c8e36,d1809b909f
sms,0,2012-05-07 00:01:27.0,2,320c43505e3beb1,cb1cbc72545a115,19e2e,19e2e,64138404ce,b7aa3c28bb
sms,0,2012-05-07 00:01:27.0,2,d0a2514623acf9d,aaaf0e4bdec7311,19e2e,19e2e,35198d45ef,d06f40f9d5
sms,0,2012-05-07 00:01:27.0,2,9d1b2c098be41c8,aaaf0e4bdec7311,19e2e,19e2e,cb7534eb5c,5392d01ab4
sms,25,2012-05-07 00:01:27.0,2,0d5907de77cf72d,29af80f8b4abd70,19e2e,19e2e,a7dff74777,b47a998a3e
Voice,0,2012-05-07 00:01:27.0,4,c759a2ecd1855cf,d6d0c11fb738a9f,19e2e,19e2e,2d5e6a3639,bc6bc54edb
Voice,1,2012-05-07 00:01:27.0,2,e8990748d60e2b9,6a55cb848fb1f95,19e2e,19e2e,9a2058bbe6,3f47ad31b1
Voice,2,2012-05-07 00:01:27.0,2,7b92e0776e97049,9153c0e572a5e41,19e2e,19e2e,7e9ff300c0,b00aef3193
Voice,0,2012-05-07 00:01:27.0,1,bdbe67c501befe5,b2fa6a1a1fa47e3,19e2e,19e2e,a9cf96eff4,faa92c87d9
Voice,63,2012-05-07 00:01:27.0,3,0e132ea42f6890e,e172d219ebec7cd,19e2e,19e2e,0fc10b6670,2d43d99984
Voice,54,2012-05-07 00:01:27.0,1,d976ab3ff05b5b6,a126dc2b55f1a3d,19e2e,19e2e,821d681aae,2fa7cc536b
Voice,32,2012-05-07 00:01:27.0,2,55dd4b346cbc263,fa2589057a6f563,19e2e,19e2e,6be1ab2849,5d02861fce
Voice,30,2012-05-07 00:01:27.0,0,56ab9b3bffff674,8eb8a8d722ac491,19e2e,19e2e,3ed02428e9,6e10745cb4
Voice,0,2012-05-07 00:01:27.0,1,0db1bc157815669,20cadc943804481,19e2e,19e2e,0a01c94258,62618367e3
Voice,200,2012-05-07 00:01:27.0,4,37625a3d36ab32c,60d778b515441ac,19e2e,OTHER,6fddc7c18f,f191951c20
Voice,2,2012-05-07 00:01:27.0,0,d5bc63222f13509,f600d1b2d3f0a59,19e2e,19e2e,dbbd77fbe5,ce6d4382f6
Voice,33,2012-05-07 00:01:27.0,0,03c2b18d0787cac,0ef6dba8aac66aa,19e2e,19e2e,5e5b408f53,7cf88b45ab
Voice,10,2012-05-07 00:01:27.0,1,ff73878466e1805,4aac155aca710cf,19e2e,19e2e,9ede6af1ec,1989921eb1
Voice,24,2012-05-07 00:01:27.0,2,268e9c0c2dd3d9c,2d6eb213f102db1,19e2e,19e2e,ffb86d66d2,4df1cab780
Voice,20,2012-05-07 00:01:27.0,1,6fc0946e219a23f,3aa2e50cdd50bd1,19e2e,19e2e,5935c85c67,7fa72a1ee3
Voice,33,2012-05-07 00:01:27.0,2,ca7bd488ca95288,03b1d6e6fcc35e5,19e2e,19e2e,bcc3209833,b4e77d440c
Voice,14,2012-05-07 00:01:27.0,1,a6a87c26c2dc70a,3e9553f83f5edd4,19e2e,19e2e,8bea4b4e6c,9bb4b27356
Voice,0,2012-05-07 00:01:27.0,1,838ea82dd30530c,6f9812bb14f0706,19e2e,19e2e,a9cf96eff4,faa92c87d9
Voice,152,2012-05-07 00:01:27.0,0,1ac90681b257576,8fae4c7adfb44bf,19e2e,19e2e,2ce631e39e,40d0a8c0df
Voice,7,2012-05-07 00:01:27.0,0,5d1bb3a8c2bb80e,ad6aecc1a58967b,19e2e,19e2e,8359231c1e,c2545171dc
Voice,89,2012-05-07 00:01:27.0,2,96c1fc18ee19f44,55f71490cd94c47,19e2e,19e2e,70123526e1,ae4ba240c4
Voice,4,2012-05-07 00:01:27.0,0,c03d3050bd52795,4a917acb45e76ec,19e2e,19e2e,95cd70b9ed,694c55a591
Voice,31,2012-05-07 00:01:27.0,4,61e14c96f67ba00,933f91c136531ab,19e2e,19e2e,6c44427d0d,a26abe7e67
data,0,2012-05-07 00:01:27.0,_,9f68f46f043ecc9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:27.0,_,eb9b38d982fed59,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:27.0,_,09e7d5d40c4899c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:27.0,_,a0958bc5dd65339,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:27.0,_,3373403d46c6397,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:27.0,_,41670a75c43c845,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:27.0,_,5b0429db507c995,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:01:28.0,0,358a3041a7df789,93343ba6e41af95,19e2e,19e2e,0e8763bdaa,eefd93f0b4
sms,0,2012-05-07 00:01:28.0,3,3608d1872eea4bc,93343ba6e41af95,19e2e,19e2e,4d44e57552,4ed4d8b115
sms,0,2012-05-07 00:01:28.0,0,6a27a66c82ab7ee,f1f1babf4c46a95,19e2e,19e2e,4783127847,8cdff2a0a2
sms,25,2012-05-07 00:01:28.0,1,2a084501f832ed2,52aab5697d1d768,19e2e,19e2e,42f7c74041,1ed7b897b7
sms,25,2012-05-07 00:01:28.0,2,2e0b596a0217d9a,5283e16fb3f7e0e,19e2e,19e2e,6528dcb1de,d1544758ec
sms,0,2012-05-07 00:01:28.0,0,b938b7ccafe38b3,9b38e07543def83,19e2e,19e2e,a04daaa926,d1809b909f
sms,0,2012-05-07 00:01:28.0,0,b7b1a30a04050c9,e09e736e46c5c3d,19e2e,19e2e,11d236748c,dfaf4fb561
sms,0,2012-05-07 00:01:28.0,1,1e049fdd501021d,b9cb76f86214fe2,19e2e,19e2e,45c89352d5,63c810f02d
sms,0,2012-05-07 00:01:28.0,2,9935e55555b29a0,e09e736e46c5c3d,19e2e,19e2e,f7da525b1e,312e8879d3
sms,0,2012-05-07 00:01:28.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,0,2012-05-07 00:01:28.0,0,be4e77455dd21cc,26afac1c8e49f91,19e2e,19e2e,4f64e93674,43ee48e4d6
Voice,68,2012-05-07 00:01:28.0,1,f50164d6362be24,7da3385c5650ecb,19e2e,19e2e,0dee62a700,8ef66f718c
Voice,0,2012-05-07 00:01:28.0,4,5ff87b62094219e,515a96980a5150c,19e2e,19e2e,2d5e6a3639,bc6bc54edb
Voice,0,2012-05-07 00:01:28.0,2,38e99f32035ed45,1a49f8b0ded9de6,19e2e,19e2e,bd3cb499e3,42072d1dc6
Voice,20,2012-05-07 00:01:28.0,1,3cc645ff252b4a5,f5d7092d4ce3d8b,19e2e,19e2e,0a01c94258,62618367e3
Voice,73,2012-05-07 00:01:28.0,0,c26de10cd3ac75c,19bddea7a5d9335,19e2e,19e2e,11d236748c,dfaf4fb561
Voice,35,2012-05-07 00:01:28.0,4,0fce6b14c7cc808,5773d449f4d3e08,19e2e,19e2e,746d16590f,041d9f3af5
Voice,1,2012-05-07 00:01:28.0,0,036c2cda693349c,d33d9ba8fb34029,19e2e,19e2e,7af7f866c8,d29252461f
Voice,15,2012-05-07 00:01:28.0,2,fa019af4b6655da,91d6efcf66547b2,19e2e,19e2e,bbcc177399,487765ff90
Voice,69,2012-05-07 00:01:28.0,4,62f92304af2d8a1,3e9b80d53641a4b,19e2e,19e2e,f7700361e6,12537168de
Voice,13,2012-05-07 00:01:28.0,1,b5386292c967f57,c2769231feea9df,19e2e,19e2e,0d1591cd3e,b7f8585aaa
Voice,20,2012-05-07 00:01:28.0,2,16c3661176a2aa0,e8cf3deec1d01b5,19e2e,19e2e,6d81ab4bd7,bc6c0ddf34
Voice,10,2012-05-07 00:01:28.0,0,0f6c24636e4299f,ab0f61143eebfe1,19e2e,19e2e,ac2b8dfad8,4d75dc6615
Voice,0,2012-05-07 00:01:28.0,0,a6820f2d0171cdb,4b0d66d2b774676,19e2e,19e2e,0e010d0997,d3762a2606
Voice,5,2012-05-07 00:01:28.0,1,2cebf827823ffe4,9d0b65de301c4c8,19e2e,19e2e,779039de17,eaa695cbb8
Voice,2,2012-05-07 00:01:28.0,1,c87a19b67bca323,dc836d7272aef7f,19e2e,19e2e,e9751e6a9b,b6f121a80c
data,0,2012-05-07 00:01:28.0,_,fbdb1ee9e037e27,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,2,2012-05-07 00:01:28.0,_,b666f5e6a78fd1f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:28.0,_,7d715f721b4f3e8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:28.0,_,96eba9bea717e07,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:28.0,_,7a73a642d0d331a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:28.0,_,40da37839b58eee,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:28.0,_,e56fc6b1d1a6a31,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,69,2012-05-07 00:01:28.0,4,62f92304af2d8a1,3e9b80d53641a4b,19e2e,19e2e,f7700361e6,12537168de
sms,0,2012-05-07 00:01:29.0,0,800d4fda045bd41,0707dfa952e0fcb,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,25,2012-05-07 00:01:29.0,0,f308512af1dea87,e980be1f275c80d,19e2e,19e2e,31e3922211,7e0f36f733
sms,0,2012-05-07 00:01:29.0,1,0fac6548724226a,e09e736e46c5c3d,19e2e,19e2e,d04adb67fe,5d885a2b8d
sms,0,2012-05-07 00:01:29.0,1,89cea1753d710c2,152ab81bc9d8bec,19e2e,19e2e,5bcb7ce6d0,8fd6f8d1c5
sms,0,2012-05-07 00:01:29.0,0,0d3cf15d02c5df3,526a8260ea2ea03,19e2e,19e2e,4abcf1006e,dac8dcaeb9
sms,0,2012-05-07 00:01:29.0,1,b638edd319abeba,aaaf0e4bdec7311,19e2e,19e2e,15a27b8894,d2de5847b1
sms,0,2012-05-07 00:01:29.0,1,9101cc7d014883c,93343ba6e41af95,19e2e,19e2e,5935c85c67,7fa72a1ee3
sms,0,2012-05-07 00:01:29.0,2,702750725356a47,93343ba6e41af95,19e2e,19e2e,f0703eac99,b5a2e42048
sms,0,2012-05-07 00:01:29.0,1,3f5e266b54df584,93343ba6e41af95,19e2e,19e2e,204188bc24,ae6cdb80c1
sms,0,2012-05-07 00:01:29.0,0,800d4fda045bd41,0707dfa952e0fcb,19e2e,19e2e,e12d87c801,0f34c36ac5
sms,0,2012-05-07 00:01:29.0,4,61718e7e36d2474,188a9bb9625cbba,19e2e,19e2e,d1e271ac3c,f24a0f63fa
sms,25,2012-05-07 00:01:29.0,2,64e4670c988002e,e689b5bd4b66ccc,19e2e,19e2e,69ade9d187,56306cc7ca
sms,0,2012-05-07 00:01:29.0,2,6e9bb143d0c4886,93343ba6e41af95,19e2e,19e2e,4d144a30ea,2d43d99984
sms,25,2012-05-07 00:01:29.0,1,67d2b7ecd051fdc,a074aa82ed6b024,19e2e,19e2e,5b4e1d509e,012114d799
sms,0,2012-05-07 00:01:29.0,2,f311f8235d2f293,7af76c2046e02f3,19e2e,OTHER,c565d3f89f,2a61d9a98c
sms,25,2012-05-07 00:01:29.0,0,70f643f849daaa7,133777195a0901a,19e2e,19e2e,cc50893153,24ccdda3d5
Voice,25,2012-05-07 00:01:29.0,0,fbb1c001054ba04,3ac2387c9d5b155,19e2e,19e2e,a486a569b2,a9248f6060
Voice,108,2012-05-07 00:01:29.0,1,5ba5b77c65a47c9,b7f88ba5eaa1c5f,19e2e,19e2e,4a7047f1ba,dea1e52d3b
Voice,1,2012-05-07 00:01:29.0,0,fe247bb18c62148,0e87223bb2697ca,19e2e,19e2e,ce3500a02c,0e037c2d0c
Voice,22,2012-05-07 00:01:29.0,0,21d51919c2fddce,02e03b501684efa,19e2e,19e2e,98f652f048,3ee452939f
Voice,6,2012-05-07 00:01:29.0,0,6833ea084536637,479f0f284bf33b4,19e2e,19e2e,34ac6e4be2,7bb5edf329
Voice,39,2012-05-07 00:01:29.0,2,74e8b490c820abf,bfbb9f8bf1dc3e5,19e2e,19e2e,9f1eeee836,1ddea341cd
Voice,4,2012-05-07 00:01:29.0,2,69da33b0c900bae,a7f1fabe097eb7a,19e2e,19e2e,eb962cac28,47657c9634
Voice,0,2012-05-07 00:01:29.0,4,f33240c68b3c790,c1ba1afc83b7d63,19e2e,19e2e,b6fb4af883,5d5b23bfed
Voice,0,2012-05-07 00:01:29.0,1,d9584f6c842e037,19e68e80103885e,19e2e,19e2e,e5e1285933,e9639876a8
Voice,58,2012-05-07 00:01:29.0,0,7b119c6f5a87b6f,2b2e18a82891d4b,19e2e,19e2e,5139351fad,1113359465
Voice,1,2012-05-07 00:01:29.0,4,7d94978855cdcd5,896f01181431644,19e2e,19e2e,2c2dfdd839,4849c3cf05
Voice,8,2012-05-07 00:01:29.0,1,d1291b55a9f893e,1d39e09364ece0c,19e2e,19e2e,dc94241727,ad67d8727e
Voice,18,2012-05-07 00:01:29.0,4,eed993a1667a333,058d8fdc437cbd5,19e2e,19e2e,0dd534792b,49793d0843
Voice,0,2012-05-07 00:01:29.0,2,7625beb127f2184,953606b9e8e39bf,19e2e,19e2e,ee72bffb7b,ec013a6f3b
Voice,0,2012-05-07 00:01:29.0,2,8d9a5b5fa4b86bf,4571828cc5decad,19e2e,19e2e,4d50b76b6d,af34115792
data,0,2012-05-07 00:01:29.0,_,6e6fa73eaf1c67e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,1,2012-05-07 00:01:29.0,_,34751f387bec20f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:29.0,_,d9aedc14dbca444,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:29.0,_,6f7299160a8d12d,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:29.0,_,32888c9cf6f5617,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:29.0,_,0bd6010d1a3beab,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:29.0,_,f6c2a201e05e439,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:29.0,_,ab01d03870c5279,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:29.0,_,c02cd54ec0d4877,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:01:30.0,1,51ce2dc3ab2991c,e09e736e46c5c3d,19e2e,19e2e,eb12615903,95796da9aa
sms,0,2012-05-07 00:01:30.0,1,98916ff7636b296,93343ba6e41af95,19e2e,19e2e,085e63acc5,487765ff90
sms,0,2012-05-07 00:01:30.0,0,453b87861095722,0d5907de77cf72d,19e2e,19e2e,fc28d26e2d,70e2654621
sms,0,2012-05-07 00:01:30.0,1,6d10227297efcb9,7af76c2046e02f3,19e2e,OTHER,f54e480df9,928a59b635
sms,0,2012-05-07 00:01:30.0,0,5c22cfa12b6d8fd,93343ba6e41af95,19e2e,19e2e,16e65def09,f9b7a55579
sms,0,2012-05-07 00:01:30.0,0,a0868f256e6230b,a1c14bc45a2c11f,19e2e,19e2e,1e78f22c1f,de2a8cf96f
sms,0,2012-05-07 00:01:30.0,2,b15034fdb7f0056,d164ed0a0cf2360,19e2e,19e2e,bcc3209833,b4e77d440c
sms,0,2012-05-07 00:01:30.0,4,9b484febb13bda6,a18294e4c1cc39f,19e2e,19e2e,592649b41c,50141ace80
sms,0,2012-05-07 00:01:30.0,2,d89e193a3ee8dce,e09e736e46c5c3d,19e2e,19e2e,0781f625a1,09983c438b
sms,0,2012-05-07 00:01:30.0,0,605e05f7f5de2fc,e972e81c7747ca9,19e2e,19e2e,e3d9ef7e42,5b72385c27
sms,0,2012-05-07 00:01:30.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,0,2012-05-07 00:01:30.0,2,d1063383187bd7d,43b4cd36486e451,19e2e,19e2e,9d195c804c,4e5ab3e20b
Voice,0,2012-05-07 00:01:30.0,0,94fe19260a2584f,8be86903290204c,19e2e,19e2e,ba7d339db9,33420c4250
Voice,35,2012-05-07 00:01:30.0,1,4346fbab31f0c68,b6f87c5d30e36f1,19e2e,19e2e,c660a5a868,9a1deb1ffb
Voice,118,2012-05-07 00:01:30.0,1,8c02355b954afe8,b4b7aea2f2fc33b,19e2e,19e2e,a5a96c0e40,73dd78713b
Voice,19,2012-05-07 00:01:30.0,1,0e40f5cb51185db,d8e97ab64a323e3,19e2e,19e2e,5b975beadf,029ef38f0b
Voice,44,2012-05-07 00:01:30.0,1,141a68a2ef83320,b87aa9b65bbb3b2,19e2e,19e2e,0984166001,fe32f3eba7
Voice,0,2012-05-07 00:01:30.0,0,8108389331b31ce,611e72682c26ee1,19e2e,19e2e,ce3500a02c,0e037c2d0c
Voice,0,2012-05-07 00:01:30.0,2,5561955449ea3bd,de60d22b5cc372a,19e2e,19e2e,0082a9a36c,fff5ac6e3f
Voice,0,2012-05-07 00:01:30.0,0,ea3e9647df803a0,950683f1019659e,19e2e,19e2e,5da0a0ecca,70a989da87
Voice,3,2012-05-07 00:01:30.0,1,a4f3cdcc207c1d9,607010ad0dc46ed,19e2e,19e2e,1a7babc879,8a96bae9c1
data,0,2012-05-07 00:01:30.0,_,187e2453354e585,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:30.0,_,98b0616dfc8466f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:30.0,_,de0ae2bf203b1a8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:30.0,_,91b9095809883b8,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:30.0,_,9a951a130bd59aa,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:30.0,_,89baeb9b17d6d3c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:01:31.0,1,923437201082ae8,93343ba6e41af95,19e2e,19e2e,10ae6c0752,0f34c36ac5
sms,0,2012-05-07 00:01:31.0,0,f17358661834989,774a8ae994b273e,19e2e,19e2e,7e38b2813d,fc7602b020
sms,0,2012-05-07 00:01:31.0,1,203fac9f0b8f709,0201e6e92c67d31,19e2e,19e2e,cc50ee0fc9,cf4e87af01
sms,0,2012-05-07 00:01:31.0,4,3881616c4a8c290,aaaf0e4bdec7311,19e2e,19e2e,94737f2f96,2dd67b6a64
sms,0,2012-05-07 00:01:31.0,1,5df4ab4f3e6ae1a,a76a44d59c1323b,19e2e,19e2e,01739d1ad7,85a1fff77f
sms,0,2012-05-07 00:01:31.0,1,5c544bc6001e6f6,aaaf0e4bdec7311,19e2e,19e2e,c2daaa20b3,feb5ccbbd7
sms,25,2012-05-07 00:01:31.0,2,3bc57d386c58050,bae93e33c970336,19e2e,19e2e,2f6cd52ea0,07531b72e2
sms,0,2012-05-07 00:01:31.0,4,b8c3a22560d63c4,e09e736e46c5c3d,19e2e,19e2e,3fd6b1e377,394dcdeac6
sms,25,2012-05-07 00:01:31.0,3,e5c5369593353e8,5343048c143ce50,19e2e,19e2e,1712c27ed4,33420c4250
sms,0,2012-05-07 00:01:31.0,0,b938b7ccafe38b3,dd64e167aaf6153,19e2e,19e2e,a04daaa926,d1809b909f
sms,0,2012-05-07 00:01:31.0,4,901ee401db3d2d3,93343ba6e41af95,19e2e,19e2e,811c0897f8,e2aa625530
sms,0,2012-05-07 00:01:31.0,4,490756042410043,aaaf0e4bdec7311,19e2e,19e2e,94737f2f96,2dd67b6a64
sms,0,2012-05-07 00:01:31.0,2,0891e08b3865e79,6c9f85fc0f40e59,19e2e,19e2e,c919baf9c8,4d67cb1e72
sms,0,2012-05-07 00:01:31.0,0,2e0584fa5eb828f,93343ba6e41af95,19e2e,19e2e,687f868757,487765ff90
Voice,37,2012-05-07 00:01:31.0,1,573a43828a7bf03,68c01e71964e4ed,19e2e,19e2e,afefb687c9,043588076c
Voice,0,2012-05-07 00:01:31.0,3,a010b9f4570abc4,09d0a1017d96d2c,19e2e,19e2e,2b2707d319,6cad985585
Voice,36,2012-05-07 00:01:31.0,0,aa279156dae461f,382a95646faac2e,19e2e,19e2e,7f516fe61d,e04667f9c7
Voice,6,2012-05-07 00:01:31.0,0,9282f88e00ecb13,fc32f1b01a7fa98,19e2e,19e2e,0cdce3d01d,bdeafe55f0
Voice,60,2012-05-07 00:01:31.0,3,20474c14a836d8a,4e111083a1046d6,19e2e,19e2e,885037e317,a7bd4c027b
Voice,31,2012-05-07 00:01:31.0,0,3ac86ffdffe340d,6cfb8437571e3b2,19e2e,19e2e,7145abb928,1946bb6fbf
Voice,33,2012-05-07 00:01:31.0,2,18d5dedcfa1e62d,49f77e3a1fbd7bb,19e2e,19e2e,2f50f519d6,d96dcd5475
Voice,0,2012-05-07 00:01:31.0,2,2630ed8ea870b19,17cbc50e46849ac,19e2e,19e2e,2f371c7ecf,234f474aa5
Voice,160,2012-05-07 00:01:31.0,4,c43a19dece30fbc,c406b950dcb8fb7,19e2e,19e2e,37d8b85c2b,6049499424
Voice,10,2012-05-07 00:01:31.0,3,b1be3121b71a07c,1bc2c6cac155d4a,19e2e,19e2e,0fc10b6670,2d43d99984
Voice,601,2012-05-07 00:01:31.0,0,40f37a92bb44939,57e49e4ba71bb54,19e2e,19e2e,5eb266f671,4e76973e5a
Voice,15,2012-05-07 00:01:31.0,1,58306133325df1f,dc1025d52c2c893,19e2e,19e2e,97e21f3590,530e8cef09
Voice,0,2012-05-07 00:01:31.0,2,348bfd73b6e1fb4,44bf58e7a7c3302,19e2e,19e2e,4595055de0,7e0f36f733
Voice,11,2012-05-07 00:01:31.0,0,01c26604831dc64,b71f19d9d646a6d,19e2e,19e2e,0e8763bdaa,eefd93f0b4
Voice,224,2012-05-07 00:01:31.0,4,128257e2e5529c5,be73afb74f0892d,19e2e,19e2e,ee2e5d5b15,51dcba5778
Voice,60,2012-05-07 00:01:31.0,2,d37f4a2799b4e7e,1f6266fe76d4ab3,19e2e,19e2e,0525bc18f7,b19fd73af1
Voice,4,2012-05-07 00:01:31.0,2,e5a32a8312ef5e6,9e2f0546f2a5363,19e2e,19e2e,c916b4fdd1,dac8dcaeb9
Voice,2,2012-05-07 00:01:31.0,2,1ddb04b78b163bc,12b0b26b4a9f6ba,19e2e,19e2e,28eb0bff51,b1be54f62d
Voice,42,2012-05-07 00:01:31.0,1,f315b0d201b2af0,5490e8cfdbc8846,19e2e,19e2e,116bf9b603,65a987fa51
Voice,26,2012-05-07 00:01:31.0,0,a6515cf285f568b,7b2662cb1694285,19e2e,19e2e,566936aa3a,b346792101
data,0,2012-05-07 00:01:31.0,_,591ca7472469061,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:31.0,_,41d3e0f0e135af4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:31.0,_,e465cd8a9b92a18,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:31.0,_,b482a3010fe2300,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:31.0,_,fee7a0f10690f38,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-07 00:01:31.0,_,63fc54f6ef160a9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-07 00:01:31.0,1,5df4ab4f3e6ae1a,a76a44d59c1323b,19e2e,19e2e,01739d1ad7,85a1fff77f
Voice,15,2012-05-07 00:01:31.0,0,66e46d24153d3bf,1c9e92122ad52bc,19e2e,19e2e,CpDSYgzXfq,CpDSYgzXfq
Voice,27,2012-05-07 00:01:32.0,3,5115b587cea0e7f,a5a0d62262b36ca,19e2e,19e2e,18iJZATMMC,18iJZATMMC
Voice,0,2012-05-07 00:01:32.0,0,d82f26ce1b761d4,6b7b84ee81273c6,19e2e,19e2e,5eb266f671,4e76973e5a
sms,0,2012-05-07 00:01:32.0,1,82a2089795909f9,36e9613a363ca0d,19e2e,19e2e,5e9cf81692,8c920c7a50
sms,0,2012-05-07 00:01:32.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,253f3e83ab,f11e961893
sms,0,2012-05-07 00:01:32.0,3,938dc8adbc9d272,aaaf0e4bdec7311,19e2e,19e2e,f7582d4b25,73974f7f81
sms,0,2012-05-07 00:01:32.0,2,5bf8f3592aa4ec7,51318116aa8dd16,19e2e,19e2e,a2a1d122ab,5639bea67f
sms,0,2012-05-07 00:01:32.0,2,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,cc2f786391,cef29910fb
sms,0,2012-05-07 00:01:32.0,2,8235b1580688db8,7af76c2046e02f3,19e2e,OTHER,c3793681a3,c99c8fb224
sms,0,2012-05-07 00:01:32.0,2,0d59e115712d865,836bb62a5a1d8cb,19e2e,19e2e,0bb30f4eb8,7ee1a1444f
sms,0,2012-05-07 00:01:32.0,2,856d27736661cfa,93343ba6e41af95,19e2e,19e2e,d1889b433b,e516cb8121
sms,0,2012-05-07 00:01:32.0,2,97c64671ba5b14d,0cba28a590077f6,19e2e,19e2e,7e069ea2c0,c1ec9c885f
sms,0,2012-05-07 00:01:32.0,0,f0a9391ff00ea5d,e3b3bd22af07c67,19e2e,19e2e,19fe1278a1,0dbbc8ea65
sms,0,2012-05-07 00:01:32.0,1,4e49073a756df8c,e09e736e46c5c3d,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,0,2012-05-07 00:01:32.0,1,2097ee231e6607a,ac8f3a6adb3778b,19e2e,19e2e,819fb474a6,ef3841e458
Voice,1,2012-05-07 00:01:32.0,2,4c25a015c021f6f,30f905e00b65a9f,19e2e,19e2e,487ef616a6,e293f755da
Voice,30,2012-05-07 00:01:32.0,0,926ff424eefe310,21279a4d192628b,19e2e,19e2e,2cf03bfed7,ead9f3d03f
Voice,0,2012-05-07 00:01:32.0,1,3912eea513d33a1,55ad144fa74fddc,19e2e,19e2e,1dc61a56b8,0b4f56438f
