PRODUCT,VALUE,DATE_TIME,CELL_ON_SITE,DW_A_NUMBER,DW_B_NUMBER,COUNTRY_A,COUNTRY_B,CELL_ID,SITE_ID
sms,25,2012-05-08 00:01:34.0,0,feff6d3e880c6c9,d4e9c30958ea404,19e2e,19e2e,2ee9e9abb7,9f7fae7064
Voice,0,2012-05-08 00:01:35.0,2,3ce5213841b0c87,4d2fd4d43aee52a,19e2e,19e2e,a5e351b2b3,a55150a8e7
Voice,0,2012-05-08 00:01:35.0,1,28f228ab0637667,4571828cc5decad,19e2e,19e2e,5d9dc897f7,1b5540c02d
data,0,2012-05-08 00:01:35.0,_,5710e3225c225c5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:35.0,_,7ff7cbb3a3fd290,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:35.0,_,91de84ed18a0ce5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:35.0,_,4670951de8e3e33,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,2012-05-08 00:01:35.0,2,05c44c6f406f32c,d5e22bfae4100c5,19e2e,19e2e,7fad6cf76d,78a34ee534
Voice,0,2012-05-08 00:01:35.0,0,40e8cdced67c495,649e9bb98bbf214,19e2e,19e2e,e4c6d4fec2,9bb4b27356
Voice,0,2012-05-08 00:01:35.0,2,5f36e370bbfc064,1a49f8b0ded9de6,19e2e,19e2e,554438c73a,32b8357a82
Voice,9,2012-05-08 00:01:35.0,5,e540a9342ae526b,20a00b980fb4366,19e2e,19e2e,4ddca7b291,a7bd4c027b
Voice,1,2012-05-08 00:01:35.0,1,dd5b6a0b1a4b873,4e66e9459dcedc3,19e2e,19e2e,fa8a209780,11e254d6b7
Voice,34,2012-05-08 00:01:35.0,2,c8e862266948820,22e34b258c415f3,19e2e,19e2e,08beca90e6,1b5540c02d
Voice,8,2012-05-08 00:01:35.0,4,a06d4914b0fd3bc,663087ed8f1deef,19e2e,19e2e,53e3260a99,eefd93f0b4
Voice,0,2012-05-08 00:01:35.0,0,c542123714e069e,cc64b8df4a6b83f,19e2e,19e2e,3f18ff63f5,75b42191fb
Voice,0,2012-05-08 00:01:35.0,1,0ac2acd2843027b,aa034ce99813348,19e2e,19e2e,ab68996d93,47657c9634
Voice,663,2012-05-08 00:01:35.0,2,ad5a3f89755ddf4,07133883c1d6c1c,19e2e,19e2e,32b36c0459,200a092e1c
Voice,24,2012-05-08 00:01:35.0,1,2939d1a9ff0d4c8,d72347a473b1d94,19e2e,19e2e,a2c7698999,4f92d7f120
Voice,28,2012-05-08 00:01:35.0,1,51d667aa6348c37,5f1e4e33111c7c7,19e2e,19e2e,b66b4efcdc,447989361c
sms,0,2012-05-08 00:01:35.0,2,594a0dcbdc0a4c7,4ebebed327fa755,19e2e,19e2e,32efeeecff,7bb5edf329
Voice,0,2012-05-08 00:01:35.0,4,33d8e16827742ac,19e68e80103885e,19e2e,19e2e,2130e91f2e,9cc77873ac
sms,0,2012-05-08 00:01:35.0,0,26139f8ba24ae66,1c90de0e20c2141,19e2e,19e2e,cbb953ec8e,e4d5180258
Voice,0,2012-05-08 00:01:35.0,0,ad8466db524eae5,d422a6bdb6420b3,19e2e,19e2e,a4bb2b81aa,4e27e631ad
Voice,0,2012-05-08 00:01:35.0,2,0ee87871723956f,3969e9d4abd5bf6,19e2e,19e2e,5d9e63befc,cdabae1039
sms,0,2012-05-08 00:01:35.0,3,c75d63dabd87d20,006009de1bdd242,19e2e,19e2e,b0de9ca7cf,6d945d687d
sms,0,2012-05-08 00:01:35.0,2,8c2107cfdf92f65,e09e736e46c5c3d,19e2e,19e2e,520892ee37,0b4f56438f
sms,25,2012-05-08 00:01:35.0,1,11e50a7e7b5893a,fabec797be47fda,19e2e,19e2e,50e0338089,0cb148d6c5
sms,0,2012-05-08 00:01:35.0,2,bba316c528afaf3,93343ba6e41af95,19e2e,19e2e,985a02d2d5,2371f0c1df
sms,0,2012-05-08 00:01:35.0,2,40083577d03bfc4,7af76c2046e02f3,19e2e,OTHER,367312dffd,bc58a52936
sms,25,2012-05-08 00:01:35.0,2,33cd1a5663d303c,61d6f71a055c165,19e2e,19e2e,3447e422ad,9f7fae7064
sms,0,2012-05-08 00:01:35.0,0,11074a33bbbb85d,93343ba6e41af95,19e2e,19e2e,b42d04b0d7,9ef9616350
sms,0,2012-05-08 00:01:35.0,2,9adb6a767e17679,159c631f9352727,19e2e,19e2e,f82cf7738e,480d936833
sms,0,2012-05-08 00:01:35.0,1,80aea7462ad6117,9b9d3b0ebac02c2,19e2e,19e2e,7773627c12,9ef9616350
data,0,2012-05-08 00:01:35.0,_,688c2e63c962155,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:35.0,_,5d6f46a3d9a9b46,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:35.0,_,058e238b8e8601e,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:35.0,_,a0958bc5dd65339,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-08 00:01:35.0,0,4ac3bc6223ccad5,1828d9123c96bd4,19e2e,19e2e,KqpzJGRQbF,KqpzJGRQbF
data,0,2012-05-08 00:01:35.0,_,a0958bc5dd65339,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,150,2012-05-08 00:01:36.0,3,884da27273d4d4b,efe590d9f59540d,19e2e,19e2e,ea23bd588b,af34115792
Voice,40,2012-05-08 00:01:36.0,2,26ab4b31093c1be,7b5ef75c8baeecf,19e2e,19e2e,5d9e63befc,cdabae1039
Voice,120,2012-05-08 00:01:36.0,4,0303e3c46db6f35,2f52596d6e20d1c,19e2e,19e2e,acf82046d2,92635447aa
data,0,2012-05-08 00:01:36.0,_,97a02d139faa99b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:36.0,_,b6edb082b82d8fc,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:36.0,_,ea10f1899e453da,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:36.0,_,e05bb9dfecef1a7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,11,2012-05-08 00:01:36.0,3,d2b17629f4e5450,2702239efece190,19e2e,19e2e,c5bb5bc760,15234696d7
Voice,0,2012-05-08 00:01:36.0,1,5742173df15c967,ff6a78fef500f69,19e2e,19e2e,3f2db4ce5f,cdabae1039
Voice,0,2012-05-08 00:01:36.0,0,5238969f9cf8410,6f844b050f5dffe,19e2e,19e2e,0a27eecceb,700e13a5cf
Voice,46,2012-05-08 00:01:36.0,0,0c75e22255d41ed,73779bb865077a5,19e2e,19e2e,4f64e93674,43ee48e4d6
Voice,62,2012-05-08 00:01:36.0,1,82426da20329200,b6b82c0539f3b46,19e2e,19e2e,170b6e8e1b,e023b355a1
Voice,109,2012-05-08 00:01:36.0,2,90800006ca0d2c5,214ff4701d56806,19e2e,OTHER,3ac5beb8f8,65efe2bc62
Voice,173,2012-05-08 00:01:36.0,3,e5b65af90d74e79,b913f1754e017f0,19e2e,19e2e,833c2b967a,55d6d9039c
Voice,28,2012-05-08 00:01:36.0,2,d611088d0291412,5925053d78ed900,19e2e,19e2e,bcc3209833,b4e77d440c
sms,0,2012-05-08 00:01:36.0,0,52a9d11e8163fce,93343ba6e41af95,19e2e,19e2e,8415b8e237,5639bea67f
sms,0,2012-05-08 00:01:36.0,0,a79b82af2e32b4e,aaaf0e4bdec7311,19e2e,19e2e,3464b417d5,b4130b54ab
sms,0,2012-05-08 00:01:36.0,2,6860597b56dbf31,e09e736e46c5c3d,19e2e,19e2e,1ef606a198,6e10745cb4
sms,0,2012-05-08 00:01:36.0,3,779696bbbb28f38,93343ba6e41af95,19e2e,19e2e,e38ca1003e,947b96a9ae
sms,0,2012-05-08 00:01:36.0,0,626d68cb5f48b37,a0c3e35eabfa0cb,19e2e,19e2e,49dc77ce51,2f999e24c2
sms,0,2012-05-08 00:01:36.0,1,2bb19001bfe66ba,12e258cb7ceb356,19e2e,19e2e,7773627c12,9ef9616350
Voice,27,2012-05-08 00:01:36.0,3,d3f209985ad76f9,c66eb27c610f690,19e2e,19e2e,a8cbf6ae52,40d0a8c0df
Voice,30,2012-05-08 00:01:36.0,0,57dfffaf1d0fc35,2f43413cd7db431,19e2e,19e2e,1fa9764696,b00aef3193
sms,0,2012-05-08 00:01:36.0,0,5779bddba60cae6,6a43fe4275ab335,19e2e,19e2e,6681b31851,be954bdb76
sms,0,2012-05-08 00:01:36.0,0,d5b3c32c14d7cec,7818ad4284839bf,19e2e,19e2e,68c5f1ff40,16205e9f52
Voice,0,2012-05-08 00:01:36.0,4,0b7b6d2abacc490,6d086fbae72295c,19e2e,19e2e,42fd8068c9,2d58cad870
Voice,3,2012-05-08 00:01:36.0,2,11c9d994e79caee,dd0b84a4699163a,19e2e,19e2e,c3a6d994b3,d29252461f
Voice,13,2012-05-08 00:01:36.0,0,c8784e543134b7d,c9968d9e16ef9f3,19e2e,19e2e,ee1827b176,5c901ca57a
sms,0,2012-05-08 00:01:36.0,4,444da5f3bc97ddd,9194292b99e5175,19e2e,19e2e,b4f8f69157,8e6413d5b8
sms,0,2012-05-08 00:01:36.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,2012-05-08 00:01:36.0,2,74a23ed51e68a8e,7af76c2046e02f3,19e2e,OTHER,76d1b59cbf,3235f29a90
sms,50,2012-05-08 00:01:36.0,4,5ce30392359050d,cbb16ca18e64e7a,19e2e,19e2e,0e2765e5c9,5255819549
sms,0,2012-05-08 00:01:36.0,2,b8c272a0f3af025,de9e1e7beb95275,19e2e,19e2e,439f07c2ce,5d5b23bfed
sms,0,2012-05-08 00:01:36.0,2,ea93708274e5c72,aaaf0e4bdec7311,19e2e,19e2e,0bb30f4eb8,7ee1a1444f
sms,0,2012-05-08 00:01:36.0,3,13bb2b509232d97,aaaf0e4bdec7311,19e2e,19e2e,575e35a35b,f47392b314
sms,0,2012-05-08 00:01:36.0,4,a950acf821d6928,93343ba6e41af95,19e2e,19e2e,94737f2f96,2dd67b6a64
Voice,9,2012-05-08 00:01:37.0,2,61cba4ed052a235,ec8b6a2ed4cf876,19e2e,19e2e,f2e32659be,cc566b4b38
data,0,2012-05-08 00:01:37.0,_,d5dd96eebabacb1,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:37.0,_,a480112e2a66d4f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:37.0,_,78cc20649ec0a63,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:37.0,_,795a18a4cf19fe5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:37.0,_,8c3946734752cd5,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,39,2012-05-08 00:01:37.0,4,fa1b83f4a621738,1fe42ea3d05138d,19e2e,19e2e,02b1c245b2,331d88bd21
Voice,90,2012-05-08 00:01:37.0,4,75f4c89a24354e4,8319c51201c3e02,19e2e,19e2e,6fddc7c18f,f191951c20
Voice,30,2012-05-08 00:01:37.0,1,c07cc39d4477c6c,0f96be4ddc22d96,19e2e,19e2e,152d6ee99d,4d75dc6615
sms,0,2012-05-08 00:01:37.0,1,1edb56542e1e4f7,82354123c06c01b,19e2e,19e2e,217ea0f321,7430461f18
Voice,24,2012-05-08 00:01:37.0,2,e3ce98fe2a1bcee,361992aa332d95a,19e2e,19e2e,8a2ccb6f52,f11e961893
Voice,16,2012-05-08 00:01:37.0,1,80c29fac1093d8d,fa1c655b3af48ca,19e2e,19e2e,6e5d6cf099,f463ed0955
Voice,0,2012-05-08 00:01:37.0,0,ad52aeae90a2d66,2a32442632bbbdf,19e2e,19e2e,b6ef90bf41,d06f40f9d5
Voice,38,2012-05-08 00:01:37.0,2,47d498c21316599,0caf423cc24630c,19e2e,19e2e,a57c0c8f99,e188165ebc
sms,0,2012-05-08 00:01:37.0,2,80e06e49767c282,6aab4fb295d177e,19e2e,19e2e,6c484b28a5,b4f32fad03
Voice,8,2012-05-08 00:01:37.0,3,bdc6d466cd6542d,0023f9c82051ff4,19e2e,OTHER,474a5a130b,d100db0842
Voice,0,2012-05-08 00:01:37.0,1,74e75de2e9579ed,fa4e51347617867,19e2e,19e2e,89b82605a0,5324bc6c24
sms,0,2012-05-08 00:01:37.0,4,d39c72d07d163c1,f9e93ae82726612,19e2e,19e2e,3fd6b1e377,394dcdeac6
sms,0,2012-05-08 00:01:37.0,2,779544a709fa9ea,735c73aaa0c85a0,19e2e,19e2e,faec238627,018c57e9b9
sms,0,2012-05-08 00:01:37.0,0,26139f8ba24ae66,1c90de0e20c2141,19e2e,19e2e,cbb953ec8e,e4d5180258
sms,0,2012-05-08 00:01:37.0,2,2f73c079e9d5618,aaaf0e4bdec7311,19e2e,19e2e,b370d007ba,0f2c49b7bf
Voice,3,2012-05-08 00:01:37.0,0,302934376de5137,dc0e84dd765f0df,19e2e,19e2e,b9614919c3,d72a3acaba
sms,0,2012-05-08 00:01:37.0,2,65b7c80224903d5,73c34186ef5efeb,19e2e,19e2e,6584e1bdba,f222e7c57c
Voice,24,2012-05-08 00:01:37.0,4,303438e961537d6,6b426f277554c3c,19e2e,19e2e,1cfb94ba00,c6400e443f
sms,0,2012-05-08 00:01:37.0,0,ec81a87168d4d55,93343ba6e41af95,19e2e,19e2e,b92751eecc,0adca68fe7
sms,0,2012-05-08 00:01:37.0,1,10622c145fd7f57,cb87da5095e6029,19e2e,19e2e,e2ff2bee78,7c996a37fc
sms,0,2012-05-08 00:01:37.0,0,a048e1ab344dcd8,7af76c2046e02f3,19e2e,OTHER,04b6fa5555,a2f0769f63
sms,0,2012-05-08 00:01:37.0,2,0ca392922d5457a,aaaf0e4bdec7311,19e2e,19e2e,6f4d9b77a5,ebfc58af70
sms,0,2012-05-08 00:01:37.0,1,3460a40959c6e5a,8d28899f095b4bf,19e2e,19e2e,f053be2418,2dc799193c
sms,0,2012-05-08 00:01:37.0,2,6ffc7efc96f3a1f,93343ba6e41af95,19e2e,19e2e,6432cb46e6,f7d63a29e5
sms,0,2012-05-08 00:01:37.0,2,407f4cfb23602b1,6333d6e7e6061c5,19e2e,19e2e,98ed726da2,b4130b54ab
sms,0,2012-05-08 00:01:37.0,0,0f5fff31d5c2f68,0a23a3c15b9c3dc,19e2e,19e2e,ef7d7f4e3b,91e86be9a6
sms,0,2012-05-08 00:01:37.0,2,a7ad25a582e3f13,be2d4f5d92e7e34,19e2e,19e2e,a5e351b2b3,a55150a8e7
sms,0,2012-05-08 00:01:37.0,0,c731afd285c9261,1d298a5d9deecfc,19e2e,19e2e,613afb4ef6,40bb97c420
sms,25,2012-05-08 00:01:37.0,2,2b0dbdb1c76753b,245491002258cf4,19e2e,19e2e,a4baf2ff7f,9bb4b27356
sms,0,2012-05-08 00:01:37.0,0,f9a2ddabfde270e,93343ba6e41af95,19e2e,19e2e,68791ae38d,4d67cb1e72
sms,0,2012-05-08 00:01:37.0,2,8a781f1bb1c1c8f,aaaf0e4bdec7311,19e2e,19e2e,985a02d2d5,2371f0c1df
sms,0,2012-05-08 00:01:37.0,5,824226b108c5d7f,93343ba6e41af95,19e2e,19e2e,e28d098535,b569923906
sms,0,2012-05-08 00:01:37.0,0,05d7d3b2dee4bac,35055c1a9fb1239,19e2e,19e2e,ea63caa914,c1ec9c885f
sms,0,2012-05-08 00:01:37.0,2,dd6e3e275193014,09e721721650e7f,19e2e,19e2e,9d09fa15ee,cdf82e4fe3
sms,25,2012-05-08 00:01:37.0,1,a0c3e35eabfa0cb,626d68cb5f48b37,19e2e,19e2e,0ee65b0223,02ed2d8f59
data,0,2012-05-08 00:01:37.0,_,66e6aecfebf8095,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,14,2012-05-08 00:01:38.0,2,049db624e43f77f,5fa6153d15c038b,19e2e,19e2e,6be1ab2849,5d02861fce
Voice,61,2012-05-08 00:01:38.0,2,618ff03dedbb226,8ca145bcef076b5,19e2e,19e2e,985a02d2d5,2371f0c1df
Voice,40,2012-05-08 00:01:38.0,1,9a9d57e979a2704,8a093efc2ffcf18,19e2e,19e2e,1bbd2d834d,2802d8247a
Voice,0,2012-05-08 00:01:38.0,4,cc9f584efbe0613,68c9b76054e2660,19e2e,19e2e,315d371664,6dc7dc51de
data,0,2012-05-08 00:01:38.0,_,222716ce0209fb2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,f8dc3bbafceffe2,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,10c43523b0dde4f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,848c937064113e4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,6027c69cd521d17,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,92f22850889e248,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,ea5e341f804196b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,d35bcabb4522150,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,2012-05-08 00:01:38.0,2,7db81763424035d,b9a0f71f453d233,19e2e,19e2e,c7f764caae,f10d5e2823
Voice,146,2012-05-08 00:01:38.0,3,109a03b3b16df1d,83d3b7d23e99996,19e2e,19e2e,3425310c4f,9159d9844c
Voice,53,2012-05-08 00:01:38.0,2,bc88484545977cb,926e0c2708bd875,19e2e,19e2e,f1d92c97f9,f7f56b7293
Voice,54,2012-05-08 00:01:38.0,0,4a53e7204386aaf,1111126a0e31a10,19e2e,19e2e,11d236748c,dfaf4fb561
Voice,10,2012-05-08 00:01:38.0,1,70b408f01fb481f,a884f9c8b632a4e,19e2e,19e2e,a944fac9a7,04bc287a75
Voice,98,2012-05-08 00:01:38.0,1,305228f5d60c661,844c771d94da0c4,19e2e,19e2e,085e63acc5,487765ff90
Voice,8,2012-05-08 00:01:38.0,0,29d155b9314736d,217686694f3fbd5,19e2e,19e2e,f907585c1f,ec2f249b2b
Voice,39,2012-05-08 00:01:38.0,0,8209f57c59aa630,74b1a44276d90aa,19e2e,19e2e,8b65358444,59a6c7452d
sms,0,2012-05-08 00:01:38.0,2,98caca9b6bd898e,27292b855c560c3,19e2e,19e2e,be3c23ac6e,6049499424
sms,0,2012-05-08 00:01:38.0,0,5f8605b79d7ba0c,6ac1c6ae5dff287,19e2e,19e2e,333a141d84,c15166ba4d
sms,0,2012-05-08 00:01:38.0,2,82d8d0bfdc05537,aaaf0e4bdec7311,19e2e,19e2e,63285aff02,de8b939a5e
sms,0,2012-05-08 00:01:38.0,0,fb550918415f798,1c2f8a8199309e5,19e2e,19e2e,818c50665a,73e8bc6622
Voice,23,2012-05-08 00:01:38.0,0,ee7f735825d3eca,99e1ef36e40f5bd,19e2e,19e2e,4cb70ebae5,cdabae1039
Voice,20,2012-05-08 00:01:38.0,4,08faaa1380b0057,ca65be13bc99d0f,19e2e,19e2e,fc94bafc0d,dbd9dfd695
sms,0,2012-05-08 00:01:38.0,3,c75d63dabd87d20,006009de1bdd242,19e2e,19e2e,b0de9ca7cf,6d945d687d
sms,0,2012-05-08 00:01:38.0,1,36e9613a363ca0d,82a2089795909f9,19e2e,19e2e,943a2bc0bc,be954bdb76
sms,0,2012-05-08 00:01:38.0,0,47d8fbf06269c49,ed46816ea512846,19e2e,19e2e,7af7f866c8,d29252461f
sms,0,2012-05-08 00:01:38.0,2,2fa520335181b12,c7b9ede323641fb,19e2e,19e2e,c916b4fdd1,dac8dcaeb9
data,0,2012-05-08 00:01:38.0,_,953c0d5060b6782,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,c46a50a2bb35a57,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,c46a50a2bb35a57,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:38.0,_,f29944226d5d577,5a4dc9e82deb309,19e2e,OTHER,IudtYoIUjh,IudtYoIUjh
sms,0,2012-05-08 00:01:38.0,2,abc3de369c7ba62,b38d986ee335b48,19e2e,19e2e,P+LjgI3gTb,P+LjgI3gTb
data,0,2012-05-08 00:01:39.0,_,2e64124e1647640,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,14,2012-05-08 00:01:39.0,5,6c1b88d3f3fb563,bdb466afe01afda,19e2e,19e2e,67bdf5aa5e,a26abe7e67
data,0,2012-05-08 00:01:39.0,_,2e64124e1647640,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:39.0,_,3a2153008b6f664,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,20,2012-05-08 00:01:39.0,_,d996c336168a034,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:39.0,_,ed463fd21b9b22a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,90,2012-05-08 00:01:39.0,3,7576d7ed2220a24,db18059578233c5,19e2e,19e2e,885037e317,a7bd4c027b
Voice,0,2012-05-08 00:01:39.0,4,480951a009645d2,5a2e0f0efd1bc48,19e2e,19e2e,b6fb4af883,5d5b23bfed
Voice,60,2012-05-08 00:01:39.0,2,580bbe18d2f10ed,c576fbd47df998e,19e2e,19e2e,c8ac59a7e2,012114d799
Voice,0,2012-05-08 00:01:39.0,1,1e8a8b962fbceb6,0ccec00344b6b77,19e2e,19e2e,3210a28876,012f83914a
Voice,2,2012-05-08 00:01:39.0,0,20827d75752b01b,e72fdff201f141d,19e2e,19e2e,03ee801971,7f76d66503
Voice,16,2012-05-08 00:01:39.0,1,f753ae0bb48e8a6,2a4e8afc232985e,19e2e,19e2e,204188bc24,ae6cdb80c1
Voice,53,2012-05-08 00:01:39.0,0,a70b2398df53ee9,52b539b7b202030,19e2e,19e2e,ef7d7f4e3b,91e86be9a6
Voice,25,2012-05-08 00:01:39.0,1,a202f246f9fdbf5,b2174a92c531032,19e2e,19e2e,1e722d7f48,1e751d08a4
sms,0,2012-05-08 00:01:39.0,2,01ef10a1cbaba67,93343ba6e41af95,19e2e,19e2e,4db0540b25,f91ed8d2e9
Voice,46,2012-05-08 00:01:39.0,3,c9d77b23f729c8f,fa9c4f42834d83d,19e2e,19e2e,62c42fbdc7,505e321af5
Voice,12,2012-05-08 00:01:39.0,2,ddedaed1bdcbf4d,6bae4b64a93e16a,19e2e,19e2e,706d8914d0,22389546ec
Voice,130,2012-05-08 00:01:39.0,5,7822367fcad4d63,092de551d11041f,19e2e,19e2e,895191e055,f56286a418
sms,0,2012-05-08 00:01:39.0,0,5779bddba60cae6,6a43fe4275ab335,19e2e,19e2e,6681b31851,be954bdb76
sms,0,2012-05-08 00:01:39.0,0,5ec4d6c54b1f3cd,93343ba6e41af95,19e2e,19e2e,87de0a20a9,c57c621515
sms,0,2012-05-08 00:01:39.0,3,81896433c4c21c9,9bcfcc36c86b5ca,19e2e,19e2e,791b704ecf,12d652e58e
sms,0,2012-05-08 00:01:39.0,1,6d10227297efcb9,7af76c2046e02f3,19e2e,OTHER,f54e480df9,928a59b635
sms,0,2012-05-08 00:01:39.0,2,b2833dca2afc334,a3f10732add9250,19e2e,19e2e,2a8c5b9124,1e751d08a4
sms,0,2012-05-08 00:01:39.0,0,a7a86b45f71c7e8,4da02ebecb63d10,19e2e,19e2e,2ed1c6a4c6,7fa72a1ee3
sms,0,2012-05-08 00:01:39.0,4,4cf08a4745d871a,93343ba6e41af95,19e2e,19e2e,c999b4bac8,40d0a8c0df
sms,0,2012-05-08 00:01:39.0,0,be1f281c6153dde,aaaf0e4bdec7311,19e2e,19e2e,0177e542be,106b035cb6
Voice,0,2012-05-08 00:01:40.0,2,33c33582f73cdb3,55ad144fa74fddc,19e2e,19e2e,6d906c6ae4,5e6d655129
data,0,2012-05-08 00:01:40.0,_,6b6345e60402bbd,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:40.0,_,eee76ccff115b9b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:40.0,_,87ae8d59cd18fd7,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:40.0,_,43a7a935e6e7211,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:40.0,_,f1520fc4e3176c3,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-08 00:01:40.0,_,46675d106ee0aff,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,55,2012-05-08 00:01:40.0,0,a7ed67184f750fd,3221f9495eee084,19e2e,19e2e,14f72fc8bd,ebfc58af70
Voice,219,2012-05-08 00:01:40.0,1,ad14868c1746b01,9817dfe71da4191,19e2e,19e2e,da3bdb03a1,c2545171dc
Voice,17,2012-05-08 00:01:40.0,2,7eeb02ed5a2be8d,fd251178e77b8c6,19e2e,19e2e,817a5e5834,120d0dda08
Voice,0,2012-05-08 00:01:40.0,0,cc21fef74ac6a05,d0496c3a643b876,19e2e,19e2e,a18d0953df,e9639876a8
Voice,34,2012-05-08 00:01:40.0,5,5b05baba5860ea0,f0fe919cf69ba4b,19e2e,19e2e,d8db9d924c,5eaa6bcb4b
Voice,1,2012-05-08 00:01:40.0,2,f8b1c21b5301eed,5605ecb4b7412eb,19e2e,19e2e,b3bd3b6c9c,69d4450ac9
Voice,28,2012-05-08 00:01:40.0,5,1add86fdfd14ceb,0e2d93f75113856,19e2e,19e2e,8a323c1f3d,f7f56b7293
sms,0,2012-05-08 00:01:40.0,0,f06e9831dfe5b22,e09e736e46c5c3d,19e2e,19e2e,f76d889a00,69bdfc69fd
Voice,34,2012-05-08 00:01:40.0,2,07b89869c4af680,9bb80c443e8c23b,19e2e,19e2e,0518fc8d4e,901f4120cb
sms,0,2012-05-08 00:01:40.0,2,779544a709fa9ea,735c73aaa0c85a0,19e2e,19e2e,faec238627,018c57e9b9
Voice,22,2012-05-08 00:01:40.0,1,e69fbe48dd1698f,1bf94712b084e0c,19e2e,19e2e,f7cc1c1666,c1841d1dc0
Voice,6,2012-05-08 00:01:40.0,5,879c1c28582f540,c30b54b9fb4366f,19e2e,OTHER,b8b7f701ef,c9d8e4cdf1
Voice,111,2012-05-08 00:01:40.0,4,a1153392bd94458,d16a75713543d41,19e2e,19e2e,6ac1525c3d,47657c9634
sms,0,2012-05-08 00:01:40.0,1,0ba198e9da4d63a,aaaf0e4bdec7311,19e2e,19e2e,217ea0f321,7430461f18
sms,0,2012-05-08 00:01:40.0,1,f7c2d96a1c51e74,6d20322c50d748d,19e2e,19e2e,e432412481,7ed219f2f7
Voice,55,2012-05-08 00:01:40.0,5,4f6d1468231dcb4,bdca5daa7c01b85,19e2e,19e2e,0fd7c01716,0658cf8aaf
Voice,0,2012-05-08 00:01:40.0,2,a4cb08669605827,63007dffcfcf3c3,19e2e,19e2e,9fef7cc8c4,530e8cef09
