PRODUCT,VALUE,DATE_TIME,CELL_ON_SITE,DW_A_NUMBER_INT,DW_B_NUMBER_INT,COUNTRY_A,COUNTRY_B,CELLID,SIET_ID
data,0,2012-05-09 00:01:18.0,_,4d7ccbe3a255dc0,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:18.0,_,465c9e78d66cce9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:18.0,_,f8dd7b9ebcaf207,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:18.0,_,73db3f660118ecf,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:18.0,_,5f5fff2148796f9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:18.0,_,301c5e95e3b9673,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:18.0,_,dfdecf40886f91d,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,2012-05-09 00:01:19.0,2,5e84fbb1c5f56ae,492e60fdf623aae,19e2e,19e2e,294c5de37f,7c7a7a71b5
sms,0,2012-05-09 00:01:19.0,5,0d1bc7a4330c153,aaaf0e4bdec7311,19e2e,19e2e,4ddca7b291,a7bd4c027b
sms,0,2012-05-09 00:01:19.0,3,e291ae2768ae170,c5a5354cdad766f,19e2e,19e2e,93cf66f451,a8ed302b06
sms,0,2012-05-09 00:01:19.0,1,f4b2fbb0f157cd0,aaaf0e4bdec7311,19e2e,19e2e,0ff4f68649,d8682c35fc
sms,0,2012-05-09 00:01:19.0,2,c818e66646d3741,b433cc288d105bb,19e2e,19e2e,0781f625a1,09983c438b
sms,0,2012-05-09 00:01:19.0,0,e72fc13c3a2edad,c165093337a713f,19e2e,19e2e,803fc75877,d96dcd5475
sms,0,2012-05-09 00:01:19.0,2,740ccc75d9a6b8a,981ddd9d7921036,19e2e,19e2e,4b216dac9b,c2545171dc
sms,0,2012-05-09 00:01:19.0,4,ec80f5e7ba66355,38a660f5f5670aa,19e2e,19e2e,b601eb170b,d100db0842
sms,0,2012-05-09 00:01:19.0,0,7f1efd7657ace9d,4719d29a88e961f,19e2e,19e2e,01743e1656,1ed7b897b7
sms,0,2012-05-09 00:01:19.0,2,bffb2a117d39428,6c04ea00e0ce51a,19e2e,19e2e,7b8501d7a4,e1a3687210
sms,25,2012-05-09 00:01:19.0,2,9aebcda1af6793f,fe6cd0df5aeaa5b,19e2e,19e2e,985a02d2d5,2371f0c1df
sms,0,2012-05-09 00:01:19.0,2,f50c6e4f44bf592,94d350b38173482,19e2e,19e2e,98f5843f67,97254f2537
sms,25,2012-05-09 00:01:19.0,1,b03fbdc57adf773,a8026dfc8b7590c,19e2e,19e2e,8dfe1c8bd7,683bde9e16
Voice,3,2012-05-09 00:01:19.0,1,a1625f0d4a4d68c,3e6e77420282a95,19e2e,19e2e,7e22be648c,316869253b
Voice,38,2012-05-09 00:01:19.0,1,93a68c0fd83cbda,822e70776743e86,19e2e,19e2e,6dd4700581,854b64b46a
Voice,100,2012-05-09 00:01:19.0,4,cd7f62fa6d3a1da,a0c5019f84f2528,19e2e,19e2e,e6d1a0e5b1,a7bd4c027b
Voice,0,2012-05-09 00:01:19.0,1,4bc5838b2be8cd8,5e217114c8afb8c,19e2e,OTHER,a4cec7fbcd,f03cd9b101
Voice,5,2012-05-09 00:01:19.0,2,8ed06e1c217a84d,b37b6bf7e011735,19e2e,19e2e,4771cd39f4,b95f55689e
Voice,63,2012-05-09 00:01:19.0,0,dc73286a9182e12,85d0b9d459c692b,19e2e,19e2e,69336a3e84,ea07812c27
Voice,68,2012-05-09 00:01:19.0,1,50311def88b6487,8c1ee17130aa6b6,19e2e,19e2e,fdb560f8a5,d519a3f223
Voice,23,2012-05-09 00:01:19.0,5,e8e05e90de39f3c,c9b6fdb374b6e42,19e2e,19e2e,e21c9c8e36,d1809b909f
Voice,115,2012-05-09 00:01:19.0,1,ea88983a49048b9,fa1f4ba5807ddf1,19e2e,19e2e,15bdb525ee,6e9b544976
Voice,0,2012-05-09 00:01:19.0,2,8cab817a928d4e6,6ba1bae7dda1b7c,19e2e,19e2e,098a9e6e11,fc7602b020
Voice,2120,2012-05-09 00:01:19.0,2,dd431bfe133a63c,2e3a67e311b0732,19e2e,OTHER,0cbdf715d0,2dc799193c
data,0,2012-05-09 00:01:19.0,_,0fcb251fd01df5d,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:19.0,_,d693ea101c462ed,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:19.0,_,e5c66fdd34e0a12,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:19.0,_,f0f3d836af54f9c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:19.0,_,89f11c57e7a7650,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,0,2012-05-09 00:01:19.0,2,8cab817a928d4e6,6ba1bae7dda1b7c,19e2e,19e2e,098a9e6e11,fc7602b020
sms,0,2012-05-09 00:01:20.0,0,c3455e59409aa70,208a46b897a90ed,19e2e,19e2e,46007ed334,f15bd5483f
sms,0,2012-05-09 00:01:20.0,0,505c1b4b839227a,aaaf0e4bdec7311,19e2e,19e2e,0a605f913c,32ce266c66
sms,25,2012-05-09 00:01:20.0,2,6c38d13e54a6e35,22c7fb2af468e4f,19e2e,19e2e,388d147bf4,4ca8c3cf35
sms,0,2012-05-09 00:01:20.0,0,69aea303379849a,b6be1a0a914af12,19e2e,19e2e,2326013eb9,43a3260fc9
sms,100,2012-05-09 00:01:20.0,2,63be4fba99e2523,4e0ad44f37964c0,19e2e,OTHER,3e80a033dc,c58b18f1d1
sms,0,2012-05-09 00:01:20.0,0,e8adb06b9397b3e,aaaf0e4bdec7311,19e2e,19e2e,dec5b1f3c4,7c96b03d1a
sms,0,2012-05-09 00:01:20.0,2,e2fcf3df66b4e82,59334441363ce83,19e2e,19e2e,f1b47a2379,f0787a83bd
sms,50,2012-05-09 00:01:20.0,4,43313034dec442d,1ebc5ab56539c14,19e2e,19e2e,8d01db6669,2c0cbe7cc1
sms,0,2012-05-09 00:01:20.0,0,6ccac5c30505d92,ba943f536d4c235,19e2e,19e2e,87de0a20a9,c57c621515
sms,0,2012-05-09 00:01:20.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,2012-05-09 00:01:20.0,1,485db4caa30ccc3,aaaf0e4bdec7311,19e2e,19e2e,e5011ad1b0,204d4d24d1
sms,0,2012-05-09 00:01:20.0,2,8f72b21cdb0c11c,1c40bf788013b3a,19e2e,19e2e,a7dff74777,b47a998a3e
sms,25,2012-05-09 00:01:20.0,1,88559dae4ad91aa,bf20ddade16d344,19e2e,19e2e,1bbd2d834d,2802d8247a
sms,25,2012-05-09 00:01:20.0,2,ec97380fb0e7fe6,6e7c4accf1c5a66,19e2e,19e2e,96987d95ff,733b1c7315
sms,25,2012-05-09 00:01:20.0,1,91243a1f6a394c6,e37462446ff45d9,19e2e,19e2e,cc7ce19d6b,b47a998a3e
sms,0,2012-05-09 00:01:20.0,1,152ab81bc9d8bec,89cea1753d710c2,19e2e,19e2e,5bcb7ce6d0,8fd6f8d1c5
sms,25,2012-05-09 00:01:20.0,2,cfd93ab7737c6b4,e8a5a48a85c8f3a,19e2e,19e2e,06cd7ac7ac,e3d153c158
sms,0,2012-05-09 00:01:20.0,1,a0a597384c612d7,fd29f77b94cb90d,19e2e,19e2e,dd11e50b5d,1ddea341cd
sms,0,2012-05-09 00:01:20.0,2,774516f590a2ad7,6e566bf536927d6,19e2e,19e2e,577dd249c0,fd14c3c790
sms,0,2012-05-09 00:01:20.0,0,d1746e0709878dd,807746abe04e6ac,19e2e,19e2e,8ab909c82e,5255819549
sms,0,2012-05-09 00:01:20.0,2,44173c9b48108d0,caa2dc43f794537,19e2e,19e2e,5a7f6cf0fa,2e828e607c
sms,0,2012-05-09 00:01:20.0,2,5b6f26b5d0758fe,e05edf9b2df057b,19e2e,19e2e,55b8970644,ed05b53185
sms,0,2012-05-09 00:01:20.0,2,3310b5038660ff0,93bc3a917cf7243,19e2e,19e2e,0bb30f4eb8,7ee1a1444f
sms,25,2012-05-09 00:01:20.0,2,4e9a8887a6a7557,51ed7134ad7023f,19e2e,19e2e,d1bad0e687,16205e9f52
Voice,54,2012-05-09 00:01:20.0,1,0f18974316a906b,4947e605d404c1e,19e2e,19e2e,e1ca03b0b4,2fabeb5bb9
Voice,0,2012-05-09 00:01:20.0,2,5003f72e5b85e80,8eb1915e2de1413,19e2e,19e2e,86b356ec47,0278700b25
Voice,60,2012-05-09 00:01:20.0,0,83dece37901af26,0c2dac3b4d8db53,19e2e,19e2e,46007ed334,f15bd5483f
Voice,30,2012-05-09 00:01:20.0,0,706e3315ebc0407,2d14e8bcd34c5af,19e2e,19e2e,06785d5060,dc22dff37a
Voice,172,2012-05-09 00:01:20.0,2,7147dff743359e8,861cd62fc490da3,19e2e,19e2e,bbcc177399,487765ff90
Voice,52,2012-05-09 00:01:20.0,2,3c4dc1f6dd862ac,2139f451d182179,19e2e,19e2e,d88c900d78,2f22c07d70
Voice,110,2012-05-09 00:01:20.0,4,9031dca5eb3a281,debd74ed106a0d8,19e2e,19e2e,88d3079bec,0dbbc8ea65
Voice,299,2012-05-09 00:01:20.0,0,38bd3e487573b86,4fe0ebf06cd1145,19e2e,19e2e,0c40b2e1aa,58657f2784
Voice,7,2012-05-09 00:01:20.0,0,4f48d2980ca4905,d5378927d5bbb9f,19e2e,OTHER,cd828df0e4,c07a544c63
Voice,14,2012-05-09 00:01:20.0,0,aa29f992b1bdce3,40dae18f3d309b8,19e2e,OTHER,a53d5fb6b1,24c107a1cb
Voice,22,2012-05-09 00:01:20.0,2,ec599df47190ce7,d550086aa93330f,19e2e,19e2e,46b8807b81,b8d2c54e65
Voice,80,2012-05-09 00:01:20.0,1,ec54eb7e29a3573,bb984fc7077fa16,19e2e,19e2e,276601755d,f11e961893
Voice,0,2012-05-09 00:01:20.0,2,f63b27cf0a3f894,3656fe8c07f58af,19e2e,19e2e,32efeeecff,7bb5edf329
Voice,10,2012-05-09 00:01:20.0,3,7742f967b6f6698,4b0641173f7159a,19e2e,19e2e,81f55fffc2,d7a531cfa8
Voice,0,2012-05-09 00:01:20.0,1,03a99a8a4f1cb86,1a277774d21b3fa,19e2e,19e2e,7412e8561e,43307ca2fe
Voice,25,2012-05-09 00:01:20.0,3,bef97375bd5d9cf,61d9c8df882a330,19e2e,19e2e,b73aa591c4,eefd93f0b4
data,0,2012-05-09 00:01:20.0,_,29a030ab3a21418,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:20.0,_,e12911a046f5d5f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,16,2012-05-09 00:01:20.0,0,1a5aa9f1eba33e1,b6c13b62509baa5,19e2e,19e2e,33e24a2f64,964f27ce54
data,0,2012-05-09 00:01:20.0,_,30d65b6323b5c44,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:20.0,_,09e7d5d40c4899c,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:20.0,_,48247899fbe0128,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,0,2012-05-09 00:01:21.0,1,6830bf5506a3f8c,aaaf0e4bdec7311,19e2e,19e2e,2bc0cc8584,191242e766
sms,25,2012-05-09 00:01:21.0,0,381a48839edf744,4abc0e1e05f7cd4,19e2e,19e2e,9bd8a02f7d,b7f8585aaa
sms,0,2012-05-09 00:01:21.0,1,de5ec2c15eab804,4dd7ca16907e0af,19e2e,19e2e,943a2bc0bc,be954bdb76
sms,0,2012-05-09 00:01:21.0,4,64dd34daaed24ce,aaaf0e4bdec7311,19e2e,19e2e,665885c99c,4ed4d8b115
sms,0,2012-05-09 00:01:21.0,2,9b194f7fc46678e,a9dea819ecf524d,19e2e,19e2e,f9639af5ac,70e2654621
sms,0,2012-05-09 00:01:21.0,0,4da4406f8bc9e47,2eb9d098701ab32,19e2e,19e2e,8ab909c82e,5255819549
sms,0,2012-05-09 00:01:21.0,2,d9143fbd9fec15e,ab53f3798c56300,19e2e,19e2e,7b43d3cd70,56c70baa97
sms,0,2012-05-09 00:01:21.0,3,16b37c2ab1df862,d6cdcd140e7ff7c,19e2e,19e2e,86e48eb9c2,b7f8585aaa
sms,25,2012-05-09 00:01:21.0,2,7760d12c976a73a,ab122d5dd1415d4,19e2e,19e2e,634253915c,f15bd5483f
sms,0,2012-05-09 00:01:21.0,0,33c5a6fc18c655c,aaaf0e4bdec7311,19e2e,19e2e,6237b8beab,ad67d8727e
sms,0,2012-05-09 00:01:21.0,0,d6e8b40f489b451,8ccff81c5f4b5f5,19e2e,19e2e,db03a198b7,3ae1708153
sms,0,2012-05-09 00:01:21.0,0,a30f82059728d25,e09e736e46c5c3d,19e2e,19e2e,6381c01996,ef3841e458
sms,0,2012-05-09 00:01:21.0,4,4216991594d8b6a,93343ba6e41af95,19e2e,19e2e,94438769e6,029ef38f0b
sms,0,2012-05-09 00:01:21.0,2,eb5c3f4ec790e06,93343ba6e41af95,19e2e,19e2e,3003be076c,2802d8247a
sms,0,2012-05-09 00:01:21.0,2,dcd9ee958fd00e0,9d2308971f25fdb,19e2e,19e2e,2ff9d4485e,51dcba5778
sms,50,2012-05-09 00:01:21.0,2,efe9780d7882b4b,f1605375a04e64a,19e2e,19e2e,d03cc00eff,0dbbc8ea65
sms,0,2012-05-09 00:01:21.0,4,7bfa9be294f95f7,93343ba6e41af95,19e2e,19e2e,9708bb99ce,a3efd45afb
sms,75,2012-05-09 00:01:21.0,0,02918ab7a3371e6,3263f13896da165,19e2e,OTHER,9bd8a02f7d,b7f8585aaa
sms,0,2012-05-09 00:01:21.0,1,66a041267d917c4,89e9c5668401bb9,19e2e,19e2e,d7cb25d4f4,3f037c4bcc
sms,25,2012-05-09 00:01:21.0,0,447c4b9e900ca42,19a92285d27db13,19e2e,19e2e,cf0d211307,7ee1a1444f
sms,25,2012-05-09 00:01:21.0,0,accc6d3e4ae4539,638ab0ef40a6079,19e2e,19e2e,cd828df0e4,c07a544c63
sms,0,2012-05-09 00:01:21.0,1,43371b6a5e60666,d4493accc06a9d5,19e2e,19e2e,3210a28876,012f83914a
sms,0,2012-05-09 00:01:21.0,0,98c2930c5462be6,aaaf0e4bdec7311,19e2e,19e2e,96593c24dd,334fdb9912
sms,0,2012-05-09 00:01:21.0,0,19f03aeb57b8a9c,ec414b4424cc533,19e2e,19e2e,6c7f70aa17,e42de17efb
sms,25,2012-05-09 00:01:21.0,0,fcfbe6987fff855,0d3efa45787d497,19e2e,19e2e,878554a5dd,eaa695cbb8
sms,0,2012-05-09 00:01:21.0,2,76b69251ae19d33,aaaf0e4bdec7311,19e2e,19e2e,9f847444ba,c07a544c63
sms,0,2012-05-09 00:01:21.0,2,c0c17a3a498181d,74c799acbf86908,19e2e,19e2e,b78724d6fc,ea07812c27
sms,0,2012-05-09 00:01:21.0,5,d3b8f21ac4aedba,b5c7dba56edc123,19e2e,19e2e,e3ea46f5ca,036dbd5fb8
sms,25,2012-05-09 00:01:21.0,1,e8caa0300cbef29,ae7d34f71c1bc39,19e2e,19e2e,819fb474a6,ef3841e458
Voice,55,2012-05-09 00:01:21.0,2,d7969c72a9fd470,664645ec9aab588,19e2e,19e2e,439f07c2ce,5d5b23bfed
Voice,4,2012-05-09 00:01:21.0,2,e74630c821ae345,c145f5a882259a6,19e2e,19e2e,0a2d0fb8c6,f27ed073f0
Voice,400,2012-05-09 00:01:21.0,0,bb0feca19e13c45,495b26e381a6010,19e2e,OTHER,9cfc878d60,5324bc6c24
Voice,0,2012-05-09 00:01:21.0,0,36b926a4f16a3dc,25470eb838119c4,19e2e,19e2e,99586d686c,012114d799
Voice,155,2012-05-09 00:01:21.0,3,95d2bd24127d465,b1ce0cba2b88870,19e2e,19e2e,d2e10ca40e,f7e0fc8508
Voice,60,2012-05-09 00:01:21.0,2,b9f03e6f7f4dcc3,951aebd77a04e34,19e2e,19e2e,98f5843f67,97254f2537
Voice,48,2012-05-09 00:01:21.0,0,369d5f5f7347511,98a8c5d87f23eda,19e2e,19e2e,bc1d885e30,a7bd4c027b
Voice,0,2012-05-09 00:01:21.0,3,0e713289f3cf1ab,2abdd55302871de,19e2e,19e2e,d6d6b8ca67,8369b435a1
Voice,30,2012-05-09 00:01:21.0,5,776a72ba89c25da,1f664ac552f4152,19e2e,19e2e,5d0fefd2c7,d100db0842
Voice,21,2012-05-09 00:01:21.0,1,fc71e9145e8d646,8d84e9d8c2f8483,19e2e,OTHER,b7f548b510,b9af583eac
Voice,19,2012-05-09 00:01:21.0,2,7d4db64597a268c,35bfce3e4dfbfed,19e2e,19e2e,9d195c804c,4e5ab3e20b
Voice,62,2012-05-09 00:01:21.0,5,5cdec5db9cafc45,d8e5dcef3204c8f,19e2e,19e2e,61a77b7a26,660b5ea9ad
Voice,0,2012-05-09 00:01:21.0,0,aeb5f930ed68640,288e480d1ffa436,19e2e,19e2e,6237b8beab,ad67d8727e
Voice,16,2012-05-09 00:01:21.0,5,6bb6b23ed5f69ec,d5b89edfacb3874,19e2e,19e2e,f19af8b8d0,8369b435a1
Voice,1,2012-05-09 00:01:21.0,1,55d93cf6343666d,a39e937ec055470,19e2e,19e2e,248eefc83a,58b84c2039
Voice,59,2012-05-09 00:01:21.0,1,a357a32c54cfd7c,cf8de553732e880,19e2e,19e2e,f82a1de273,90cdea1177
data,0,2012-05-09 00:01:21.0,_,829713c3a1760a4,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:21.0,_,728c28df2f69249,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:21.0,_,c6831fd6fbd49de,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:21.0,_,09be0c704e67e45,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,63,2012-05-09 00:01:21.0,0,eac5c666c979f5a,94473e1f9868d4e,19e2e,19e2e,/EkqCbWDau,/EkqCbWDau
sms,50,2012-05-09 00:01:22.0,0,b42c379d5e6f402,f49762cf3379d2a,19e2e,19e2e,876704aa20,585a3bc66c
sms,0,2012-05-09 00:01:22.0,1,b5315b446fc205a,0a61fd05d8e771a,19e2e,19e2e,42f7c74041,1ed7b897b7
sms,0,2012-05-09 00:01:22.0,0,106b4b6e88f43e5,938241edf0c25f6,19e2e,19e2e,b70562c3d0,affe00c828
sms,0,2012-05-09 00:01:22.0,2,028534810aa01c9,9b2b7dfd1c88aee,19e2e,19e2e,353ea38a43,c0918a6630
sms,0,2012-05-09 00:01:22.0,2,d63191f162490d4,e09e736e46c5c3d,19e2e,19e2e,ebbe892089,072f54b3a8
sms,0,2012-05-09 00:01:22.0,1,74a227ee5ff20f4,4e483936c73a9de,19e2e,19e2e,e5e1285933,e9639876a8
sms,0,2012-05-09 00:01:22.0,1,3d19098554a2ea7,fd76a6cf28cf7a5,19e2e,19e2e,6f19884dcb,5c565fbfb1
sms,0,2012-05-09 00:01:22.0,5,a6b85d83fb7d38e,e09e736e46c5c3d,19e2e,19e2e,d8db9d924c,5eaa6bcb4b
sms,0,2012-05-09 00:01:22.0,3,e291ae2768ae170,c5a5354cdad766f,19e2e,19e2e,93cf66f451,a8ed302b06
sms,0,2012-05-09 00:01:22.0,0,daa2da2db225560,526a78808e2d254,19e2e,19e2e,1e78f22c1f,de2a8cf96f
sms,25,2012-05-09 00:01:22.0,2,519035eb8f8c59e,4dc1a7341c96ed1,19e2e,19e2e,70602ce404,7753ddd136
sms,0,2012-05-09 00:01:22.0,1,7da25b68f80bd83,93343ba6e41af95,19e2e,19e2e,c2bb42ad2c,585a3bc66c
sms,25,2012-05-09 00:01:22.0,1,ebd6d4a192a8f2d,c819522c6946450,19e2e,19e2e,be04d38f70,c15166ba4d
sms,25,2012-05-09 00:01:22.0,0,b24fbb4cfced528,052f07cca9d74a1,19e2e,19e2e,34f124cb0d,73dd78713b
sms,0,2012-05-09 00:01:22.0,2,0807fa6d2a377fc,f9397118322f1ee,19e2e,19e2e,32b36c0459,200a092e1c
sms,0,2012-05-09 00:01:22.0,4,7ece2bf69b3041d,aaaf0e4bdec7311,19e2e,19e2e,71966bb79a,6cad985585
sms,0,2012-05-09 00:01:22.0,1,6e4b83ba999cb49,b40125fbf676f88,19e2e,19e2e,87aec31617,cdf82e4fe3
sms,25,2012-05-09 00:01:22.0,1,b9edea33fa44500,3e96a546c1e8dca,19e2e,19e2e,0a01c94258,62618367e3
Voice,0,2012-05-09 00:01:22.0,5,9b106c1a1b86ec0,e3a5c8ecd37d535,19e2e,19e2e,67bdf5aa5e,a26abe7e67
sms,25,2012-05-09 00:01:22.0,4,8df38f32363e55a,e1fc492d5df77a5,19e2e,19e2e,1296cbe30d,2d5ab30ced
Voice,0,2012-05-09 00:01:22.0,0,b75cbadc0e3135b,56fcdf8d0885f09,19e2e,19e2e,31a76e82c8,cdf82e4fe3
Voice,41,2012-05-09 00:01:22.0,3,c7e1f13cef790b4,4bf9a36c1abf997,19e2e,19e2e,575e35a35b,f47392b314
Voice,181,2012-05-09 00:01:22.0,0,0f05733b876466f,7f80e84a8026183,19e2e,19e2e,f907585c1f,ec2f249b2b
Voice,3,2012-05-09 00:01:22.0,5,dd7ec49b012e731,341c65e2bca91ed,19e2e,19e2e,4cfd000cb4,af34115792
Voice,23,2012-05-09 00:01:22.0,2,445ad1fad554f3c,81eaae150ef9d02,19e2e,19e2e,b3bd3b6c9c,69d4450ac9
Voice,12,2012-05-09 00:01:22.0,4,76f452c18e5d70a,36d4f7fb814209b,19e2e,19e2e,d9ffb88db9,257f6d2f42
Voice,37,2012-05-09 00:01:22.0,2,98760d89334a2c4,bd4fa6ac39d6b37,19e2e,19e2e,7a5d2e6161,e942f32a29
Voice,1,2012-05-09 00:01:22.0,0,d6f69866a49bc43,cb5a71a2f629e85,19e2e,19e2e,8359231c1e,c2545171dc
data,0,2012-05-09 00:01:22.0,_,5c55c698a452143,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:22.0,_,1c2177e01878545,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:22.0,_,1352afe75ba8a19,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:22.0,_,594a1663c1c0c24,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,41,2012-05-09 00:01:22.0,3,c7e1f13cef790b4,4bf9a36c1abf997,19e2e,19e2e,575e35a35b,f47392b314
sms,25,2012-05-09 00:01:23.0,0,c91a94c885f4919,259167184e9e761,19e2e,19e2e,b2e7dd387f,1ddea341cd
sms,0,2012-05-09 00:01:23.0,0,4da4406f8bc9e47,2eb9d098701ab32,19e2e,19e2e,8ab909c82e,5255819549
sms,0,2012-05-09 00:01:23.0,2,c28adaac6448ee7,dfdb0a981a6158d,19e2e,19e2e,6b749a3b0f,533d8c5a35
sms,0,2012-05-09 00:01:23.0,2,37334a54466bb3e,b4b90224dd10555,19e2e,19e2e,59ee593a34,1989921eb1
sms,0,2012-05-09 00:01:23.0,5,a898b0eb7916cfb,421f6cb83c70759,19e2e,19e2e,4ddca7b291,a7bd4c027b
sms,0,2012-05-09 00:01:23.0,2,7487f8be246f7ed,93343ba6e41af95,19e2e,19e2e,4ec6507dc0,06623c2f1f
sms,0,2012-05-09 00:01:23.0,0,8ab8b9ed6989f61,e09e736e46c5c3d,19e2e,19e2e,03ee801971,7f76d66503
sms,0,2012-05-09 00:01:23.0,2,765e8d10a927694,d3076b419e478ac,19e2e,19e2e,a78717d203,5c565fbfb1
sms,0,2012-05-09 00:01:23.0,2,7a7c33350dd1c89,e69153f0fdc4623,19e2e,19e2e,c735b4a35e,a4b775249b
sms,25,2012-05-09 00:01:23.0,0,c91a94c885f4919,259167184e9e761,19e2e,19e2e,b2e7dd387f,1ddea341cd
sms,75,2012-05-09 00:01:23.0,0,02918ab7a3371e6,3263f13896da165,19e2e,OTHER,9bd8a02f7d,b7f8585aaa
sms,0,2012-05-09 00:01:23.0,1,db20a2e39492f65,9b0d1d7f95442a2,19e2e,19e2e,437de362db,4df1cab780
sms,0,2012-05-09 00:01:23.0,1,47ca59d2556f462,93343ba6e41af95,19e2e,19e2e,dae7a0ac14,fc7602b020
sms,25,2012-05-09 00:01:23.0,1,8cd4d1ea9885aa8,1abe4b339c2a6a0,19e2e,19e2e,14bedd66a9,91e86be9a6
sms,0,2012-05-09 00:01:23.0,2,c0c17a3a498181d,74c799acbf86908,19e2e,19e2e,b78724d6fc,ea07812c27
Voice,29,2012-05-09 00:01:23.0,1,63516c46f6ea111,2f80db414f69ebc,19e2e,19e2e,62d0341dfd,cb7aa97d53
Voice,53,2012-05-09 00:01:23.0,1,23470a9c0327560,be96e51a8866417,19e2e,19e2e,5c7dc2f617,e42de17efb
Voice,24,2012-05-09 00:01:23.0,2,36ff5b76d0dff9e,dd29257226a18c2,19e2e,19e2e,08f8e08287,6cdf1d4b52
Voice,35,2012-05-09 00:01:23.0,2,c68ae21aaf38c6d,38436f5eb624b93,19e2e,19e2e,b1adfda1f4,8ae14499cc
Voice,248,2012-05-09 00:01:23.0,1,4ac4afd2736a7fe,b01773c2bf81034,19e2e,19e2e,7e27ea53d1,f92c9c81f9
Voice,17,2012-05-09 00:01:23.0,1,6f28b2422bc99e6,9e6052f3f6ad9e0,19e2e,19e2e,6c19e6ffea,ec36e9bdac
Voice,42,2012-05-09 00:01:23.0,5,b701d935475800c,365727fc8aebb94,19e2e,19e2e,ee34dc6047,40d0a8c0df
data,0,2012-05-09 00:01:23.0,_,667a39c69a3336b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
Voice,61,2012-05-09 00:01:23.0,1,de21355d71a6af0,a2ff88cd0385e97,19e2e,19e2e,69aa8d0f17,16205e9f52
data,0,2012-05-09 00:01:23.0,_,070000b531fb088,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:23.0,_,bcafac808300a3b,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:23.0,_,5f5fff2148796f9,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:23.0,_,b05cdcc63ee974a,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:23.0,_,27e9e1f3d0fc07f,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
data,0,2012-05-09 00:01:23.0,_,13ab6084ee2c757,5a4dc9e82deb309,19e2e,OTHER,ffa6759bb2,
sms,25,2012-05-09 00:01:23.0,1,9e6f37b2fc8c776,17fd30dbc371a58,19e2e,19e2e,MQDCR2VlNt,MQDCR2VlNt
sms,0,2012-05-09 00:01:24.0,2,d400f8ea601148b,93fdbd76bd3b156,19e2e,19e2e,LQWXAKIsMR,LQWXAKIsMR
sms,0,2012-05-09 00:01:24.0,1,9596e98a456b8fb,e09e736e46c5c3d,19e2e,19e2e,e07815ed52,234f474aa5
sms,0,2012-05-09 00:01:24.0,2,c96dde22cc3b07a,aaaf0e4bdec7311,19e2e,19e2e,1ef606a198,6e10745cb4
